NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
MANHATTAN ENSEMBLE THEATRE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-1548724,-1566313,17589,48712,66301,66100,10014-3276,199912,2010
MANHATTAN YOUTH BALLET INC,White,dance: ballet,N,N,Youth,N,NA,NA,NA,NA,-1028,15186,-16216,659421,643205,0,10023-0000,200703,2010
MARTHA GRAHAM SCHOOL OF CONTEMPORARY DANCE INC,White,dance: other,N,N,n/a,N,NA,NA,1,11000,-475397,-430865,-44532,693997,649465,135456,10065-7702,195901,2010
MARVELL REPERTORY THEATRE INC,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-4000,0,32197,46664,78861,78861,10025-5441,201009,2010
MATTHEW COROZINE STUDIO THEATRE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-3329,7036,-10365,66979,56614,0,10036-6404,200807,2010
MELA FOUNDATION INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-5040,21134,-18559,237600,219041,141919,10013-3414,198710,2010
METEOR FILMS INC,White,film/electronic/media,N,N,n/a,ND,NA,NA,NA,NA,-8639,0,-8639,79639,71000,71000,10014-7500,200411,2010
MILK CAN THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,closed? 2010?,NA,NA,-19513,-18446,-1067,39978,38911,29661,11105-3721,200508,2010
MILLENNIUM FILM WORKSHOP INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-16096,5199,-11295,137396,126101,82129,10003-8903,196811,2010
MIRROR THEATRE LTD,White,theater,N,N,n/a,N,NA,NA,NA,NA,-67614,34808,-102422,189662,87240,83855,10021-9222,198301,2010
MODERN AND COMTEMPORARY ART SUPPORT CORP,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-2890309,-2645396,-244913,559573,314660,0,10019-5401,199611,2010
MULLER WORKS FOUNDATION,White,dance: other,N,N,n/a,N,NA,closed?,1,4000,-42078,8563,-50641,576553,525912,446531,10011-1942,197501,2010
MUSEUM OF COMIC AND CARTOON ART,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-16368,-2181,-14187,284596,270409,224046,10012-3234,200203,2010
MUSIC FORWARD,White,music: other,N,N,n/a,Y,NA,NA,NA,NA,-14631,-12582,-2049,466026,463977,164007,11218-1355,200903,2010
MUSIC THEATRE GROUP INC,White,theater,N,N,n/a,MD,NA,closed 2016,3,14700,-115631,-132501,-4384,163665,159281,153602,10010-2011,196504,2010
MUSICA SACRA INC,White,music: other,N,N,n/a,N,NA,NA,2,12500,-51752,-145321,93569,590111,683680,227402,11201-1952,197403,2010
NANCY MEEHAN DANCE COMPANY INC,White,dance: other,N,N,n/a,N,NA,closed 2016,2,22000,-33,-3651,987,37246,38233,21460,10014-2010,197402,2010
NATIONAL MUSIC THEATRE NETWORK INC,White,theater,N,N,n/a,MD,NA,closed 2016,NA,NA,-50509,57475,-107984,1231802,1123818,514661,10108-2639,198405,2010
NEIGHBORHOOD MUSIC & ARTS CORP INC,White,multidisciplinary,N,N,Youth,ND,NA,NA,NA,NA,-12755,-33069,20461,115153,135614,0,11375-4249,200706,2010
NEW AMSTERDAM HISTORY CENTER,White,historic preservation,N,N,n/a,N,NA,NA,NA,NA,-19529,-57189,37660,125540,163200,163200,10110-0002,200802,2010
NEW FESTIVAL INC,White,film/electronic/media,N,N,LGBTQ+,Y,NA,NA,NA,NA,-43436,-17874,-25562,315146,289584,175108,11201-8360,199105,2010
NEW GROUP INC,White,theater,N,N,n/a,Y,NA,NA,7,70650,-6910,-118841,111931,2600217,2712148,844972,10036-6809,199107,2010
NEW STAGE THEATRE COMPANY INC,White,theater,N,N,Immigrant,N,NA,NA,NA,NA,-1551,-3601,2050,27215,29265,23456,10005-4315,200301,2010
NEW YORK BAROQUE DANCE CO INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-133010,-133696,686,95668,96354,48705,10009-7302,197902,2010
NEW YORK CITY MASTER CHORALE INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-13713,-23190,9477,47994,57471,31896,10011-8436,200603,2010
NEW YORK PHILOMUSICA CHAMBER ENSEMBLE,White,music: other,N,N,n/a,N,NA,NA,1,10000,-132481,-132506,4034,70569,74603,59795,10023-2908,197308,2010
NEW YORK REVELS INC,White,theater,N,N,n/a,Y,NA,NA,NA,NA,-87416,-89066,1650,103203,104853,29344,11217-3764,199108,2010
NEW YORK SCANDIA SYMPHONY INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-61524,-52117,-9408,86434,77026,77026,10150-0583,199012,2010
NICHOLAS ANDRE DANCE THEATER INC,White,dance: other,N,N,n/a,N,NA,closed?,NA,NA,-8062,3218,-11280,38356,27076,16342,10028-0009,200405,2010
NICUS SPOON INC,White,theater,Y,N,n/a,Y,NA,NA,NA,NA,-3228,-8016,4788,69455,74243,74243,10163-2058,200106,2010
NINE CIRCLES CHAMBER THEATER INC,White,theater,N,N,n/a,MD,NA,closed 2010,NA,NA,-2646,22282,-24928,188461,163533,107000,10010-2605,200003,2010
NOTES IN MOTION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-51154,-39951,-11203,96968,85765,64389,10012-1553,200205,2010
ON THE ROAD PRODUCTIONS INTERNATIONAL INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-19556,-19552,-4,50695,50691,38500,10013-2708,200808,2010
ONE YEAR LEASE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-15962,-45994,29880,93833,123713,91461,11217-1695,200203,2010
OPEN CITY INC,White,literary arts,N,N,n/a,N,NA,NA,NA,NA,-13652,382,-14034,185721,171687,174731,10168-0899,200006,2010
OUT OF THE BLUE FILMS INC,White,film/electronic/media,Y,N,n/a,Y,NA,NA,NA,NA,-33203,15412,-48644,223277,174633,174630,10003-5005,200912,2010
PARTIAL COMFORT PRODUCTIONS,White,theater,N,N,n/a,N,NA,NA,1,1000,-5019,-7876,2857,70985,73842,53730,10018-6507,200205,2010
PERFORMERS COMMITTEE INC,White,music: classical,N,N,n/a,N,NA,closed 2013?,NA,NA,-145168,302112,-4682,127231,122549,32634,10023-8133,197506,2010
PHOENIX THEATRE ENSEMBLE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-2159,-2847,688,92818,93506,52596,10010-3601,200412,2010
PLAYERS FOUNDATION FOR THEATRE EDUCATION,White,theater,N,N,n/a,N,NA,NA,NA,NA,-44555,-21546,-23009,91990,68981,31634,10003-1705,200808,2010
POMERIUM MUSICES INCORPORATED,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-6600,-7642,1042,87916,88958,44606,10025-2180,197707,2010
PRIMARY STAGES COMPANY INC,White,theater,N,N,n/a,Y,NA,NA,4,70000,-477126,-526434,49308,2076097,2125405,1186765,10018-2913,198512,2010
PROSPECT THEATER COMPANY INC,White,theater,N,N,n/a,Y,NA,NA,2,6500,-61113,-41799,-19313,410008,390695,220678,10018-6507,199809,2010
PULSE ENSEMBLE THEATRE INC,White,theater,Y,N,Women,N,NA,NA,NA,NA,-11558,31511,-43069,142806,99737,64466,10001-2505,199207,2010
PUPPET WORKS INC,White,theater,N,N,Youth,N,NA,NA,NA,NA,-15496,17484,-33430,242660,209230,19242,11215-0562,198110,2010
PUPPETRY ARTS THEATRE INC,White,theater,N,N,Youth,N,NA,NA,NA,NA,-18490,-20509,2019,55431,57450,43450,11215-2416,200301,2010
RADIO FOUNDATION INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-32022,-129221,97199,199887,297086,120060,10024-2073,197708,2010
RED DOG SQUADRON INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-5511,-9454,3943,188727,192670,95059,10003-1526,200803,2010
REEL STORIES TEEN FILMMAKING INC,White,film/electronic/media,Y,N,Youth,N,NA,NA,NA,NA,-70319,5121,-75440,518354,442914,255269,11215-1490,200501,2010
REVERIE PRODUCTIONS INC,White,music: other,N,N,n/a,MD,NA,NA,NA,NA,-9767,-15735,5968,21342,27310,14241,11215-1493,199910,2010
RHIZOME COMMUNICATIONS INC,White,visual arts,N,N,n/a,N,NA,NA,1,13500,-31277,39525,-70802,375258,304456,225916,10002-1218,199908,2010
RIGHT DOWN BROADWAY PRODUCTIONS LTD,White,theater,N,N,n/a,N,NA,NA,NA,NA,-11609,-15182,3573,31732,35305,28900,10025-7676,200703,2010
RIO GRANDE UNION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-29639,-27466,-2173,100321,98148,91147,10012-3900,197309,2010
SINFONIETTA OF RIVERDALE,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-18038,2097,-20135,56328,36193,16035,10463-2156,200909,2010
SLIDELUCK POTSHOW INC,White,multidisciplinary,N,N,n/a,ND,NA,NA,NA,NA,-56521,-61519,4998,58706,63704,29750,10009-7206,200906,2010
SOCIETY FOR THE STUDY OF MYTH AND TRADITION INC,White,folk arts/heritage,N,N,n/a,MD,NA,NA,NA,NA,-167239,-237182,69945,315943,385888,0,10011-9260,197603,2010
SOKOLOW THEATRE DANCE ENSEMBLE LTD,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-28524,-32490,3966,24679,28645,16700,10113-0351,200403,2010
SPOLETO ARTS SYMPOSIA,White,music: other,N,N,Youth,MD,NA,closed?,NA,NA,-195,0,-195,176910,176715,52130,10025-5525,200808,2010
STAGEPLAYS THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-307309,-266790,-40693,73749,33056,33054,10017-1553,199405,2010
STATEN ISLAND ORCESTRA,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-70171,-71126,955,31409,32364,23649,10301-2004,200602,2010
STELLA ADLER STUDIO OF ACTING,White,theater,N,N,n/a,Y,NA,NA,3,46000,-782846,-664500,-118346,5236072,5117726,199371,10001-6934,200008,2010
STRING ORCHESTRA OF NEW YORK CITY INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-2290,-241,-2049,34874,32825,14300,10040-3856,200005,2010
STUDIO CREATIVE PLAY,White,multidisciplinary,N,N,Youth,N,NA,NA,NA,NA,-71226,48754,-31844,262336,230492,0,11215-1301,200411,2010
TADA THEATRE AND DANCE ALLIANCE INC,White,theater,N,N,Youth,Y,NA,NA,4,75000,-141603,-70526,-95572,1729740,1634168,840626,10001-6439,198512,2010
TALENT UNDER ONE ROOF INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-32051,-25986,-6065,111844,105779,0,11210-1233,200707,2010
TERRANOVA THEATRE COLLECTIVE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-5595,-3230,-2364,120128,117764,78355,10011-1241,200309,2010
THE AMERICAN CLASSICAL ORCHESTRA INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-12675,20866,-33541,648972,615431,351286,10023-4410,198301,2010
THE CHILDRENS CREATIVE WRITING CAMPAIGN INC,White,literary arts,N,N,Youth,N,NA,NA,NA,NA,-230575,-161358,-69217,270223,201006,196449,10038-3130,199804,2010
THE LYRIC CHAMBER MUSIC SOCIETY OF NEW YORK INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-130257,-100272,-183105,414040,230935,198678,10023-7136,199801,2010
THE MICHAEL CHEKHOV THEATRE COMPANY INC,White,theater,N,N,n/a,MD,NA,closed?,NA,NA,-10445,-8234,-2361,102218,99857,7245,10003-4554,200802,2010
THE QUEENS THEATRE COMPANY INC,White,multidisciplinary,N,N,n/a,Y,NA,NA,NA,NA,-5322,-1538,-3784,35581,31797,22164,10108-0027,200108,2010
THE VILNA PROJECT INC,White,film/electronic/media,N,N,Religion: Jewish,N,Cultural Heritage,NA,NA,NA,-183627,-187548,3921,37297,41218,0,10019-3303,199404,2010
THEATER TALK PRODUCTIONS INC,White,film/electronic/media,N,N,n/a,N,NA,closed 2018,NA,NA,-274,-917,643,96981,97624,95105,10013-3259,199806,2010
TO MAKE THE WORLD A BETTER PLACE,White,visual arts,Y,N,n/a,N,NA,NA,NA,NA,-1896,250,-2146,58692,56546,56546,10012-2440,199801,2010
UNIQUE PROJECT INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-1004,-732,-272,166244,165972,134802,10018-5805,198206,2010
URBANGLASS NEW YORK CONTEMPORARY GLASS CENTER INC,White,visual arts,N,N,n/a,N,NA,NA,2,15000,-203205,-121064,-82141,1651512,1569371,470007,11217-1152,198303,2010
VH1 SAVE THE MUSIC FOUNDATION,White,music: other,N,N,Youth,N,NA,NA,NA,NA,-55128,221317,-276445,2785171,2508726,2328049,10036-8901,195508,2010
VOLCANO LOVE INC,White,dance: other,N,N,n/a,MD,NA,NA,NA,NA,-21977,-8014,-13963,223515,209552,96477,11217-2407,200004,2010
WEST VILLAGE CHORALE INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-2099,169,-2099,37025,34926,11621,10012-1017,197502,2010
WHEN I WALK INC,White,film/electronic/media,N,N,Disability,N,NA,closed?,NA,NA,-1197,-2984,1787,151419,153206,153206,11249-1171,201008,2010
WILLIAMSBURG ART NEXUS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-8473,-2339,3584,26610,30194,16318,11225-5715,200404,2010
WINGS THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,closed 2011,NA,NA,-30572,-63406,32834,84302,117136,8606,10014-2840,198606,2010
WINGSPAN ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-103006,-262496,159490,1437018,1596508,156372,10036-4750,200207,2010
WNET,White,film/electronic/media,N,N,n/a,Y,NA,NA,2,5400000,-17222490,-16383365,-11176703,27102805,15926102,14487756,10019-7416,200903,2010
WORKING THEATRE CO INC,White,theater,N,N,n/a,Y,NA,NA,NA,NA,-46846,-55707,8861,285484,294345,215852,10018-8635,198801,2010
WOVEN SPACES INC,White,multidisciplinary,N,N,n/a,Y,NA,NA,NA,NA,-10549,-11909,1360,39412,40772,10000,11222-5971,199702,2010
YOUTH AMERICA GRAND PRIX INC,White,dance: ballet,N,N,Youth,N,NA,NA,3,42300,-13474,73304,-86779,1401953,1315174,359939,10010-4301,200106,2010
ZGD INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-59853,2155,-62008,411428,349420,127419,10018-9090,199410,2010
