NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
NARS FOUNDATION INC,Diverse,visual arts,N,Y,n/a,NA,NA,NA,NA,NA,-11056,7518450,-207047,186923,8977653,22726,10075-1472,197411,2016
NATIONAL BLACK PROGRAMMING CONSORTIUM,Black,film/electronic/media,N,Y,n/a,NA,NA,NA,NA,NA,-52225,-2524,-340,1574049,63194,1479504,11105-3406,200408,2016
NATIONAL BLACK TOURING CIRCUIT INC,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-27496,132235,-88970,55521,210054,65558,11101-5874,201512,2016
NATIONAL CHORAL COUNCIL INC,White,music: classical,N,N,n/a,N,NA,NA,3,32000,-1686,NA,0,473678,0,136609,11369-2247,201802,2016
NATIONAL JEWELRY INSTITUTE INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-135895,611358,-75594,388717,465181,470795,11432-3042,200203,2016
NATIONAL MUSIC THEATRE NETWORK INC,White,theater,N,N,n/a,MD,NA,closed 2016,1,20000,-153423,109911684,-9457258,1445140,70615121,477755,10128-0112,193803,2016
NAUTILUSTHINK INC,White,literary arts,N,N,n/a,N,NA,NA,NA,NA,-1418862,353283,107263,2820156,330233,1042395,11360-2000,200803,2016
NDI CENTER CORP,White,dance: other,N,N,n/a,Y,NA,NA,NA,NA,-2529796,22083729,2227410,574710,74166956,0,10023-7832,196405,2016
NEGRO ENSEMBLE COMPANY INC,Black,theater,N,Y,n/a,NA,NA,NA,NA,NA,-6246,31499,18718,135481,43984,32933,10004-2415,197311,2016
NEW CENTURY ARTISTS INC,White,visual arts,N,N,n/a,N,NA,closed?,NA,NA,-5391,13069,-1488,53528,4020,3005,11231-2632,201408,2016
NEW FEDERAL THEATER INC,Black,theater,N,Y,n/a,NA,NA,NA,4,126500,-12943,82,676,455658,1522,398252,11422-1908,199905,2016
NEW MEDIA REPERTORY COMPANY INC,MD,theater,MD,MD,MD,MD,NA,NA,NA,NA,-55637,NA,13259,92967,56373,34030,11206-6486,200808,2016
NEW MUSIC WORLD LTD,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-21330,33587,2993,6404,55682,0,10163-3852,200212,2016
NEW PERSPECTIVES THEATRE COMPANY INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,1,50,-15923,33241,-2978,89606,23247,0,10005-1357,200512,2016
NEW STAGE THEATRE COMPANY INC,White,theater,N,N,Immigrant,N,NA,NA,NA,NA,-1740,NA,-181571,61692,14175,57626,10013-3141,201402,2016
NEW YORK ASIAN FILM FESTIVAL LTD,Asian/Pacific Islander,film/electronic/media,N,Y,n/a,NA,NA,NA,NA,NA,-9724,NA,-116939,263716,12510,276535,11201-1189,201607,2016
NEW YORK BAROQUE DANCE CO INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-53911,64627,-401,60090,40,16970,10001-5533,198712,2016
NEW YORK CITY INDEPENDENT FILM FESTIVAL,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-8744,163613,17227,110711,411651,0,11217-2979,198610,2016
NEW YORK CITY OPERA INC,White,opera,N,N,n/a,NA,NA,NA,10,2752872,-369566,17761,-2504,608712,80651,209853,10023-2806,196909,2016
NEW YORK SCANDIA SYMPHONY INC,White,music: classical,N,N,n/a,N,NA,NA,1,12000,-42399,NA,0,62684,0,36968,11237-1687,201508,2016
NOCHE FLAMENCA INC,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,2,10050,-93301,127238,14161,896906,55698,552690,11364-0152,197409,2016
NORTH AMERICA PASTEL ARTISTS ASSOCIATION INC,White,visual arts,N,N,n/a,ND,NA,NA,NA,NA,-2272,12927032,-737469,3205,550454,0,10170-0007,197111,2016
NOTES IN MOTION INC,White,dance: other,N,N,n/a,N,NA,NA,1,350,-40078,NA,-156845,145028,130989,32403,10016-4309,198609,2016
OLD SOUND ROOM PERFORMANCE ENSEMBLE INC,White,music: other,N,N,n/a,N,NA,NA,1,2000,-11309,2115869,168860,72845,665898,47262,NA,201105,2016
ONE YEAR LEASE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-56833,344445,-274847,222626,696864,83059,10470-0271,200111,2016
OPERA COMPANY OF BROOKLYN ASSOCIATION,White,opera,N,N,n/a,Y,NA,NA,NA,NA,-8720,NA,10624,16670,136876,1620,NA,201502,2016
OPERA ON TAP,White,opera,N,N,n/a,Y,NA,NA,1,5000,-17025,NA,-821,169749,3031,75233,11222-5587,200105,2016
OPERA ORCHESTRA OF NEW YORK INC,White,opera,N,N,n/a,MD,NA,closed?,3,13100,-3458,43743,17239,333864,177158,0,11218-2587,200610,2016
ORIGINAL MUSIC WORKSHOP INC,White,music: other,N,N,n/a,N,NA,NA,17,227770,-1071555,734420,129851,4393547,2950120,1915676,11201-8306,198101,2016
OUT OF THE BLUE FILMS INC,White,film/electronic/media,Y,N,n/a,Y,NA,NA,NA,NA,-9685,282239,17282,79191,557315,767,10280-1502,199612,2016
PANAMERICAN MUSICAL ART RESEARCH INC,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-7076,NA,6110,41690,6490,32624,11226-1406,201702,2016
PARSONS DANCE FOUNDATION INC,White,dance: other,N,N,n/a,Y,NA,NA,7,75756,-4287,51308505,3073093,1102335,19241881,414147,10110-4299,198211,2016
PEARL THEATRE CO INC,White,theater,N,N,n/a,ND,NA,closed 2017,17,240330,-641881,5880657,682204,1689657,1872499,699990,10303-1413,198402,2016
PECCADILLO THEATER COMPANY INC,White,theater,N,N,n/a,N,NA,NA,4,32000,-12329,3215485,-317721,214462,2009821,105318,10306-1440,194401,2016
PEOPLES PORTFOLIO INC,White,film/electronic/media,Y,N,n/a,N,NA,NA,NA,NA,-8643,NA,3022,317377,5680,48559,10018-0000,201406,2016
PERIAPSIS MUSIC AND DANCE INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-6388,55860,-19158,66184,432122,59832,11105-2571,199003,2016
PHOTO-BASED ART INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-1515,NA,541,16278,3730,0,11415-3520,201210,2016
PROSPECT THEATER COMPANY INC,White,theater,N,N,n/a,Y,NA,NA,4,50056,-67937,NA,979,335575,46955,256180,10108-2396,200405,2016
PROVIDENCE PRODUCTIONS INTERNATIONAL INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-4644,2360996,-1880211,89614,149589,5000,10010-6845,201109,2016
PUERTO RICAN TRAVELING THEATRE CO INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,NA,NA,-94173,38797,-55905,346223,424042,116397,10009-3399,199811,2016
PULSE ENSEMBLE THEATRE INC,White,theater,Y,N,Women,N,NA,NA,1,5000,-36762,-113780,-6414,45017,1492630,24052,11215-1301,200411,2016
PUPPET WORKS INC,White,theater,N,N,Youth,N,NA,NA,NA,NA,-31245,15371497,169359,232007,7289666,25424,10019-1105,198002,2016
PUPPETRY ARTS THEATRE INC,White,theater,N,N,Youth,N,NA,NA,1,15000,-27386,50375,-12994,57952,115562,54452,10024-6022,200105,2016
QI SHU FANGS PEKING OPERA ASSOCIATION INC,Asian/Pacific Islander,opera,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-5823,25465,17528,69313,39003,49349,10019-4438,201205,2016
QUEENS SYMPHONY ORCHESTRA INC,White,music: classical,N,N,n/a,N,NA,NA,1,100,-52582,14523,-399,417069,35480,369422,11228-0000,196307,2016
QUEENS WORLD FILM INITIATIVE INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-1876,17782,-16410,87740,110128,30462,11238-4400,200409,2016
RADIO FOUNDATION INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-34500,NA,3116,235194,20000,100183,11205-4078,200609,2016
RAICES CULTURAL ARTS ASSOCIATION LTD,Multiracial,multidisciplinary,Y,Y,n/a,NA,NA,NA,NA,NA,-1836,-5783,269813,2303,1906008,1510,10036-3746,197310,2016
RATTLESTICK PRODUCTIONS INC,White,theater,N,N,n/a,Y,NA,NA,11,243500,-183046,118630,-4555,658960,205195,414716,10026-0267,199801,2016
RED BULL THEATER INC,White,theater,N,N,n/a,Y,NA,NA,18,137100,-24240,173482,13573,1097913,616335,771198,10301-0183,200305,2016
REDHAWK INDIAN ARTS COUNCIL INC,Indigenous,folk arts/heritage,N,Y,n/a,NA,NA,NA,NA,NA,-2251,87808,-44612,200416,8208,41478,10276-0261,199406,2016
REEL STORIES TEEN FILMMAKING INC,White,film/electronic/media,Y,N,Youth,N,NA,NA,1,50000,-2827,20334,-3479,1426445,51840,911433,11101-5000,199505,2016
RELATIONSHIP PERFORMANCE AND ARTSGROUP INC,White,theater,N,N,Women,N,NA,NA,NA,NA,-34276,43496,-43525,61392,39477,73500,10003-7702,201505,2016
RHAPSODY PLAYERS,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-1642,50123,9057,23234,138727,19320,NA,200107,2016
RIO GRANDE UNION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-32713,3108640,-1238369,326648,3186476,274091,10029-4401,197208,2016
RIPE TIME INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-32698,2234778,-372734,74059,2064894,65594,10003-8355,198903,2016
RUSSIAN AMERICAN CULTURAL HERITAGE CENTER INC,White,multidisciplinary,N,N,n/a,N,Cultural Heritage,NA,NA,NA,-9734,0,-517,41100,73369,39664,11236-5122,200809,2016
SAVING GRACE NYC,White,historic preservation,N,N,n/a,N,NA,NA,NA,NA,-71058,322226,30540,28615,462827,12962,10023-0019,201004,2016
SCANDINAVIAN AMERICAN THEATER COMPANY INC,White,theater,N,N,n/a,N,NA,NA,2,3150,-2076,37321,5168,63395,61606,39686,11358-3831,201505,2016
SEASIDE SUMMER CONCERT SERIES INC,White,music: other,N,N,n/a,ND,NA,NA,NA,NA,-310293,39212,131119,589102,322711,306021,10002-4498,200902,2016
SENS PRODUCTION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-20909,NA,4040,86132,4040,5299,11691-1919,201108,2016
SIKH ART & FILM FOUNDATION INC,Asian/Pacific Islander,multidisciplinary,N,Y,Religion: Sikh,NA,Cultural Heritage,NA,NA,NA,-28332,NA,8314,33285,82928,58000,11221-1615,201601,2016
SILVANA MAGDAS VIVA BRAZIL DANCE CO INC,Hispanic/Latino,dance: other,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-13090,11689,0,8974,0,0,NA,199907,2016
SJ CHINESE CULTURE STUDIO INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,Cultural Heritage,closed?,NA,NA,-9194,1222815,38673,71029,1359559,68823,10461-1403,196803,2016
SKYSAVER PRODUCTIONS INC,White,theater,N,N,Youth,ND,NA,NA,NA,NA,-678,1,-12289,55568,12677,27440,10009-4206,199801,2016
SOCIETY FOR THE STUDY OF MYTH AND TRADITION INC,White,folk arts/heritage,N,N,n/a,MD,NA,NA,1,1000,-159763,865060,-66460,426082,599340,42625,10467-2850,196604,2016
SOCIETY OF VOICE ARTS AND SCIENCES INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-25505,15036,14696,108635,95734,53300,10037-3637,201403,2016
SOKOLOW THEATRE DANCE ENSEMBLE LTD,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-26645,173856,-40107,27147,396673,30784,10007-1912,200807,2016
SPELLBOUND THEATRE INC,White,theater,N,N,Youth,Y,NA,NA,1,100,-5980,8113,1345,67926,84657,15142,11422-1458,201011,2016
STAGEPLAYS THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-406920,50659,-21202,82260,36399,51476,10031-7032,199912,2016
STELLA ADLER STUDIO OF ACTING,White,theater,N,N,n/a,Y,NA,NA,1,15000,-254731,49306,-21354,7397407,223576,549033,10025-8350,200403,2016
STUDIO CREATIVE PLAY,White,multidisciplinary,N,N,Youth,N,NA,NA,NA,NA,-216500,-20695,-3175,1499044,54805,0,10025-5386,198201,2016
SWEET BLACKBERRY FOUNDATION,Black,folk arts/heritage,Y,Y,n/a,NA,NA,NA,NA,NA,-29,13186,-20108,83002,79124,171,11202-0648,200309,2016
SYLVAN WINDS INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-711,25046,4547,88794,236576,48918,10022-4613,197708,2016
TADA THEATRE AND DANCE ALLIANCE INC,White,theater,N,N,Youth,Y,NA,NA,14,111450,-309040,9350,2369,1972396,234230,678557,10116-8902,199803,2016
TAKE IT FROM THE TOP INC,White,theater,N,N,Youth,N,NA,NA,1,1500,-4646,NA,527575,153056,3749097,2500,10038-2550,201503,2016
TAKE WING AND SOAR PRODUCTIONS INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-911,3978,-1730,50734,19100,40401,10018-4627,200804,2016
THE CHILDRENS CREATIVE WRITING CAMPAIGN INC,White,literary arts,N,N,Youth,N,NA,NA,NA,NA,-221991,NA,7403,47795,62052,31639,11218-1716,201403,2016
THE LITTLE OPERA THEATRE OF NY INC,White,opera,N,N,n/a,N,NA,NA,6,55000,-20630,-58558,-9379,142547,326196,119001,10018-6876,199809,2016
THEATRETWEED INC,MD,theater,MD,MD,MD,MD,NA,NA,NA,NA,-56,124805,-63132,23033,62886,17507,10007-0000,198702,2016
THIS MUSICS FOR YOU INC,White,music: classical,N,N,n/a,N,NA,closed?,NA,NA,-263,3427,319,685,55759,0,10025-5349,200612,2016
THREE GENERATIONS INC,White,film/electronic/media,Y,N,n/a,N,NA,NA,NA,NA,-206619,1313294,-35219,894760,748916,387885,11201-0000,197812,2016
THRESH INC,Asian/Pacific Islander,dance: other,Y,Y,Women,NA,NA,NA,NA,NA,-3917,94614,39133,5335,272276,0,11209-0370,199907,2016
TRIBECA FILM INSTITUTE INC,White,film/electronic/media,N,N,n/a,N,NA,closed (temp?),24,2078220,-456981,NA,13621,3689757,49216,3374492,10017-0000,201406,2016
TRIBECA NEW MUSIC INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-2134,58036,-36643,82802,66601,60272,10036-2955,199103,2016
UNIQUE PROJECT INC,White,dance: other,N,N,n/a,N,NA,NA,4,25800,-2350,51535,-119620,542718,134845,407829,10013-4064,198611,2016
VALENTINA KOZLOVA DANCE FOUNDATION INC,White,dance: ballet,N,N,Youth,N,NA,NA,NA,NA,-20409,16146,1134,141687,96735,20000,10025-2064,200810,2016
VITAL THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-328225,36943608,-515133,742209,1327125,25162,10029-7806,198212,2016
WEST INDIAN AMERICAN DAY CARNIVAL ASSN,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-293599,NA,0,1088365,800,420403,NA,201511,2016
WEST VILLAGE CHORALE INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-520,NA,0,54137,123450,9360,11226-8050,201710,2016
WHITE BIRD PRODUCTIONS INC,White,theater,N,N,Youth,N,NA,NA,NA,NA,-20804,84194,-31553,381614,277934,12600,10001-1101,199105,2016
WHITE BOX LTD,Multiracial,visual arts,Y,Y,n/a,NA,NA,NA,NA,NA,-31187,-55089,21632,355864,356152,273226,10018-8635,198801,2016
WINGSPAN ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-338505,441343,-10680,3368567,1161686,180742,10022-0000,200112,2016
WORKING THEATRE CO INC,White,theater,N,N,n/a,Y,NA,NA,NA,NA,-33457,19651,-8697,334520,9442,312374,10026-1123,201406,2016
WORLD FAMILY OF RADIO MARIA INC,White,film/electronic/media,N,N,religion: Catholic,N,NA,NA,NA,NA,-3262,18360,68625,390561,589828,399248,11215-1491,201209,2016
WOVEN SPACES INC,White,multidisciplinary,N,N,n/a,Y,NA,NA,NA,NA,-35596,-34158,2155,12943,591874,10200,10013-2260,197205,2016
YOUTH ORCHESTRA CHINESE YOUTH CORPS OF NEW YORK INC,Asian/Pacific Islander,music: other,N,Y,Youth,NA,NA,NA,NA,NA,-2060,NA,-309526,156423,310118,39528,11215-3112,201502,2016
ZEUSS THIGH LTD,White,theater,N,N,n/a,N,NA,NA,NA,NA,-1943,36699,30151,33557,1040000,33260,11249-2801,201206,2016
ZGD INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-30880,316841,-34387,369450,1967153,119289,10019-5014,200904,2016
ZHENGUO BEIJING OPERA HOUSE INC,Asian/Pacific Islander,opera,N,Y,n/a,NA,Cultural Heritage,closed?,NA,NA,-39477,4728755,-252994,125,3692058,0,10022-4230,197707,2016
ZIEGFELD SOCIETY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-1338,103883,18590,20496,114084,7082,10019-0000,198612,2016
