NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
NEW MEDIA REPERTORY COMPANY INC,MD,theater,MD,MD,MD,MD,NA,NA,NA,NA,-55637,NA,-22993,92967,69974,34030,10075-0755,201606,2015
NEW MUSIC WORLD LTD NEW MUSIC WORLD,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-20221,NA,-5345,10649,5304,0,10023-5739,201506,2015
NEW PERSPECTIVES THEATRE COMPANY INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-15923,-9426,-5662,89606,83944,0,10018-4008,199305,2015
NEW STAGE THEATRE COMPANY INC,White,theater,N,N,Immigrant,N,NA,NA,NA,NA,-2136,NA,-4202,44313,40111,39142,10004-3236,200301,2015
NEW YORK ASIAN FILM FESTIVAL LTD,Asian/Pacific Islander,film/electronic/media,N,Y,n/a,NA,NA,NA,NA,NA,-9724,NA,12819,263716,276535,276535,10016-8419,201407,2015
NEW YORK BAROQUE DANCE CO INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-55153,NA,1114,73901,75015,29002,10009-7360,197902,2015
NEW YORK CHAMBER CHOIRS,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-969,NA,2781,33019,35800,27153,10024-4041,201508,2015
NEW YORK CITY INDEPENDENT FILM FESTIVAL,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-2591,-363,-2228,112249,110021,10000,11377-7814,201408,2015
NEW YORK CITY OPERA INC,White,opera,N,N,n/a,NA,NA,NA,5,31210,-369566,86033,-226737,608712,381975,209853,10019-5905,197908,2015
NEW YORK SCANDIA SYMPHONY INC,White,music: classical,N,N,n/a,N,NA,NA,1,12000,-48657,-46190,-2361,74985,72624,38931,10150-0583,199012,2015
NOCHE FLAMENCA INC,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,2,14000,-119673,-84650,-35023,1375031,1340008,892735,10024-4024,199709,2015
NORTH AMERICA PASTEL ARTISTS ASSOCIATION INC,White,visual arts,N,N,n/a,ND,NA,NA,NA,NA,-1167,-1590,-372,4192,3820,520,11355-5877,200703,2015
NORTHERN MANHATTAN ARTS ALLIANCE,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-7143,7923,-15066,175003,159937,159687,10034-1609,200808,2015
ONE WORLD ARTS INCORPORATED,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,NA,NA,-17091,0,-2692,34115,31423,9194,10464-0007,201402,2015
OPERA COMPANY OF BROOKLYN ASSOCIATION,White,opera,N,N,n/a,Y,NA,NA,NA,NA,-8720,-8739,19,16670,16689,1620,10034-1000,200106,2015
OUT OF THE BLUE FILMS INC,White,film/electronic/media,Y,N,n/a,Y,NA,NA,NA,NA,-9685,-1005,-8680,79191,70511,767,10003-5005,200912,2015
PARSONS DANCE FOUNDATION INC,White,dance: other,N,N,n/a,Y,NA,NA,12,172075,-2417,-5362,2945,1094587,1097532,389577,10036-7205,199010,2015
PEARL THEATRE CO INC,White,theater,N,N,n/a,ND,NA,closed 2017,24,283646,-454194,-205298,-173896,1832111,1658215,826607,10036-6235,198304,2015
PECCADILLO THEATER COMPANY INC,White,theater,N,N,n/a,N,NA,NA,3,25000,-57873,NA,-103213,267219,164006,129094,10036-3510,199601,2015
PERFORMERS COMMITTEE INC,White,music: classical,N,N,n/a,N,NA,closed 2013?,NA,NA,-177539,-172413,-5126,6541,1415,1165,10023-8133,197506,2015
PHOTO BASED ART INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-4172,-13006,8834,21910,30744,0,11215-3113,200503,2015
PICK UP PERFORMANCE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,6,515333,-12404,73218,-85622,257988,172366,109695,10001-2327,197807,2015
PLUS 91 FOUNDATION,Asian/Pacific Islander,visual arts,N,Y,n/a,NA,NA,NA,NA,NA,-32774,NA,-48774,130453,81679,51150,11201-1123,201503,2015
POMERIUM MUSICES INCORPORATED,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-4038,-9387,5349,95706,101055,55068,10025-2180,197707,2015
PROSPECT THEATER COMPANY INC,White,theater,N,N,n/a,Y,NA,NA,10,78780,-58558,53138,-111696,475918,364222,234268,10018-8643,199809,2015
PUERTO RICAN TRAVELING THEATRE CO INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,NA,NA,-92960,NA,76459,333195,409654,245407,10036-3101,196903,2015
PULSE ENSEMBLE THEATRE INC,White,theater,Y,N,Women,N,NA,NA,1,5000,-31293,-19226,-12067,61359,49292,32729,10001-2505,199207,2015
PUPPET WORKS INC,White,theater,N,N,Youth,N,NA,NA,2,6500,-39590,-33279,-6311,229276,222965,24895,11215-0562,198110,2015
PUPPETRY ARTS THEATRE INC,White,theater,N,N,Youth,N,NA,NA,NA,NA,-5901,-9443,3000,61499,64499,43793,11215-2416,200301,2015
QI SHU FANGS PEKING OPERA ASSOCIATION INC,Asian/Pacific Islander,opera,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-4229,-3803,-426,69209,68783,57133,11421-2423,199607,2015
QUEENS SYMPHONY ORCHESTRA INC,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-186627,-140331,-46296,452372,406076,359933,11367-0000,195703,2015
RADIO FOUNDATION INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-6838,50329,-57167,233743,176576,102067,10024-2073,197708,2015
RAICES CULTURAL ARTS ASSOCIATION LTD,Multiracial,multidisciplinary,Y,Y,n/a,NA,NA,NA,NA,NA,-1043,328,-1371,4369,2998,2998,10456-5628,201408,2015
RATTLESTICK PRODUCTIONS INC,White,theater,N,N,n/a,Y,NA,NA,11,298232,-159170,-112453,-46717,1226151,1179434,871653,10014-2405,199207,2015
RED BULL THEATER INC,White,theater,N,N,n/a,Y,NA,NA,12,242900,-24240,NA,32393,1097913,1130306,771198,10011-1818,200308,2015
REDHAWK INDIAN ARTS COUNCIL INC,Indigenous,folk arts/heritage,N,Y,n/a,NA,NA,NA,NA,NA,-233,1396,-1629,199929,198300,39900,11219-1083,199404,2015
RELATIONSHIP PERFORMANCE AND ARTSGROUP INC,White,theater,N,N,Women,N,NA,NA,NA,NA,-34276,NA,15588,61392,76980,73500,10009-5817,200702,2015
RIO GRANDE UNION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-11920,-15923,4003,351635,355638,308178,10012-3900,197309,2015
RIPE TIME INC RIPE TIME,White,theater,N,N,n/a,N,NA,NA,1,200,-39233,-47489,8256,45427,53683,53683,11217-1694,200212,2015
RIVERSIDE SYMPHONY INC,White,music: classical,N,N,n/a,N,NA,NA,15,127100,-18704,74019,-92723,529419,436696,380109,10025-5014,198308,2015
RUSSIAN AMERICAN CULTURAL HERITAGE CENTER INC,White,multidisciplinary,N,N,n/a,N,Cultural Heritage,NA,NA,NA,-12992,74408,-81553,170851,89298,37775,10040-4805,200407,2015
SAVING GRACE NYC,White,historic preservation,N,N,n/a,N,NA,NA,NA,NA,-55405,-48437,-6968,29031,22063,22063,10003-4804,200807,2015
SEASIDE SUMMER CONCERT SERIES INC,White,music: other,N,N,n/a,ND,NA,NA,NA,NA,-34681,-78209,43528,382207,425735,425181,11201-3832,198104,2015
SENS PRODUCTION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-24402,1533,-25935,136173,110238,0,11238-1402,200110,2015
SHEPHERD CHOIR & OPERA INC,White,music: other,N,N,Religion: Christian,N,NA,NA,NA,NA,-635,-491,-144,13790,13646,13646,11358-3517,201004,2015
SI YO MUSIC SOCIETY FOUNDATION INC,White,music: classical,N,N,n/a,ND,NA,closed?,NA,NA,-13222,NA,-64753,72896,8143,3651,10025-6269,197411,2015
SIKH ART AND FILM FOUNDATION INC,Asian/Pacific Islander,multidisciplinary,N,Y,Religion: Sikh,NA,Cultural Heritage,NA,1,5000,-55445,-59874,4429,38951,43380,43380,10018-4901,200609,2015
SJ CHINESE CULTURE STUDIO INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,Cultural Heritage,closed?,NA,NA,-9194,-6988,-2206,71029,68823,68823,NA,200712,2015
SKYSAVER PRODUCTIONS INC,White,theater,N,N,Youth,ND,NA,NA,NA,NA,-694,-665,-29,61203,61174,31340,10003-0800,198210,2015
SOCIETY FOR THE STUDY OF MYTH AND TRADITION INC,White,folk arts/heritage,N,N,n/a,MD,NA,NA,1,5000,-162522,-173205,10683,421688,432371,26043,10011-9260,197603,2015
SOCIETY OF VOICE ARTS AND SCIENCES INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-21688,-12609,-9079,166047,156968,66576,10019-5910,201406,2015
SOKOLOW THEATRE DANCE ENSEMBLE LTD,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-30282,-33162,2880,21962,24842,24842,10113-0351,200403,2015
ST LUKES CHAMBER ENSEMBLE INC,White,music: classical,N,N,n/a,Y,NA,NA,67,1572229,-5111032,-2878835,-647015,7992970,7345955,4249436,10018-4016,197609,2015
STAGEPLAYS THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-389121,-347362,-41759,84593,42834,39136,10017-1553,199405,2015
STATEN ISLAND BALLET THEATER INC STATEN ISLAND BALLET,White,dance: ballet,N,N,n/a,N,NA,NA,NA,NA,-82763,-82799,-90675,498192,407517,53828,10306-1941,199409,2015
STATEN ISLAND ORCESTRA,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-56445,-50659,-5786,65909,60123,48768,10301-2004,200602,2015
STELLA ADLER STUDIO OF ACTING,White,theater,N,N,n/a,Y,NA,NA,1,15000,-285191,-565225,284029,6935572,7219601,600894,10001-6934,200008,2015
STOLEN CHAIR THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,2,3500,-8396,12343,-23315,59630,36315,10825,10028-1016,200609,2015
STUDIO CREATIVE PLAY,White,multidisciplinary,N,N,Youth,N,NA,NA,NA,NA,-113780,640301,-232387,1203367,970980,0,11215-1301,200411,2015
TADA THEATRE AND DANCE ALLIANCE INC,White,theater,N,N,Youth,Y,NA,NA,13,69400,-196492,-83531,-112961,1969221,1856260,678852,10001-6410,198512,2015
TAKE WING AND SOAR PRODUCTIONS INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-3163,-4532,1369,61952,63321,50989,10027-3322,200307,2015
TERRANOVA THEATRE COLLECTIVE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-33496,-2806,-30690,130744,100054,67433,10011-1254,200309,2015
THANG DAO DANCE COMPANY,Asian/Pacific Islander,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-9988,5371,-15359,15359,0,0,NA,200404,2015
THE CHILDRENS CREATIVE WRITING CAMPAIGN INC THE KNOWLEDGE PROJECT,White,literary arts,N,N,Youth,N,NA,NA,NA,NA,-205835,-163117,-42718,48118,5400,5400,10038-3101,199804,2015
THE LITTLE OPERA THEATRE OF NY INC,White,opera,N,N,n/a,N,NA,NA,8,44000,-14732,1181,-15913,260322,244409,188728,10113-1392,201303,2015
THE LITTLE ORCHESTRA SOCIETY ORPHEON INC LITTLE ORCHESTRA SOCIETY,White,music: classical,N,N,n/a,Y,NA,NA,17,238450,-54687,151219,-155906,2275401,2119495,1473629,10036-6902,197112,2015
THE OBSIDIAN SOCIETY INC,Black,folk arts/heritage,N,Y,n/a,NA,NA,NA,NA,NA,-13324,-13324,0,0,0,0,03301-2552,199710,2015
THE QUEENS THEATRE COMPANY INC,White,multidisciplinary,N,N,n/a,Y,NA,NA,NA,NA,-335,146,-481,40197,39716,32078,10108-0027,200108,2015
THE RIVERSIDE THEATRE INC,White,theater,N,N,n/a,Y,NA,NA,4,18400,-574198,-345271,-227177,405543,178366,158410,NA,200705,2015
TRIBECA FILM INSTITUTE INC,White,film/electronic/media,N,N,n/a,N,NA,closed (temp?),16,456230,-1122526,-104266,-1022336,6464052,5441716,5396502,10013-2376,200202,2015
VIBE THEATER EXPERIENCE,Black,multidisciplinary,N,Y,"Women, LGBTQ+, Youth",NA,NA,NA,4,138750,-7253,-2886,-4367,90318,85951,85951,11217-2129,200403,2015
VITAL THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-312347,-234665,-77683,1204679,1126996,66308,10024-6620,200011,2015
WATERWELL PRODUCTIONS INC WATERWELL,White,theater,Y,N,n/a,Y,NA,NA,1,5000,-5566,-6472,906,489281,490187,49479,10036-4008,200303,2015
WEST INDIAN AMERICAN DAY CARNIVAL ASSN,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-73186,-47469,-35855,927796,891941,423488,11225-2907,197211,2015
WINGSPAN ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,3,37025,-267438,-344635,77197,3092006,3169203,166740,10036-3708,200207,2015
WORKING THEATRE CO INC,White,theater,N,N,n/a,Y,NA,NA,6,97100,-55089,-79552,24463,305106,329569,304122,10018-8635,198801,2015
WORLD FAMILY OF RADIO MARIA INC,White,film/electronic/media,N,N,religion: Catholic,N,NA,NA,NA,NA,-11949,119750,-131699,669199,537500,537500,10038-1044,200907,2015
WOVEN SPACES INC,White,multidisciplinary,N,N,n/a,Y,NA,NA,NA,NA,-35596,NA,-2743,12943,10200,10200,11222-5971,199702,2015
ZGD INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-35028,-11117,-23911,396253,372342,127119,10004-3237,199410,2015
ZHENGUO BEIJING OPERA HOUSE INC,Asian/Pacific Islander,opera,N,Y,n/a,NA,Cultural Heritage,closed?,NA,NA,-11585,NA,-25,25,0,0,10016-5332,200804,2015
ZIEGFELD SOCIETY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-1909,547,-2456,15799,13343,6353,10022-2374,201407,2015
