NAME,Racial Category,Discipline,Diversity/Social Justice Emphasis?,OOC?,Other Identity Group,Diversifying,Cultural Heritage,closed?,# of foundation grants,total foundation grant income,FUNDBAL,NETA_BOY,NETINC,EXPS,TOTREV,CONT,ZIP,RULEDATE,year
NOCHE FLAMENCA INC,Hispanic/Latino,dance: other,N,Y,n/a,NA,NA,NA,1,10000,-64138,-113667,49529,535037,584566,293500,10024-4024,199709,2013
NON-STOP MEDIA INC,White,visual arts,N,N,n/a,N,NA,NA,NA,NA,-4831,13675,-4831,109747,104916,103999,11225-2129,200910,2013
NORTH AMERICA PASTEL ARTISTS ASSOCIATION INC,White,visual arts,N,N,n/a,ND,NA,NA,NA,NA,-563,-1215,15294,81974,97268,61995,11355-5877,200703,2013
NOTES IN MOTION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-21217,-71445,50228,65829,116057,91047,10012-1547,200205,2013
OLD STONE HOUSE OF BROOKLYN,White,historic preservation,N,N,n/a,Y,NA,NA,1,5000,-5727,-7727,2000,287661,289661,111091,11215-0613,199106,2013
ON THE ROAD PRODUCTIONS INTERNATIONAL INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-597,-2674,2077,22136,24213,12500,10013-2708,200808,2013
ONE WORLD ARTS INCORPORATED,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,NA,NA,-17091,0,-2692,34115,31423,9194,10464-0007,201402,2013
ONE YEAR LEASE INC,White,theater,N,N,n/a,N,NA,NA,1,300,-7198,-12530,-4668,129428,124760,55434,11217-1695,200203,2013
OPERA COMPANY OF BROOKLYN ASSOCIATION,White,opera,N,N,n/a,Y,NA,NA,NA,NA,-8739,-7365,-1374,16136,14762,2990,10034-1000,200106,2013
OPUS DANCE THEATRE & COMMUNITY SERVICE,Black,dance: other,Y,Y,n/a,NA,NA,NA,NA,NA,-8799,-6355,-2444,109055,106611,106611,10035-2703,199806,2013
OUT OF THE BLUE FILMS INC,White,film/electronic/media,Y,N,n/a,Y,NA,NA,NA,NA,-28143,11663,-39806,106638,66832,58200,10003-5005,200912,2013
PAN AFRICAN LITERARY FORUM,Black,literary arts,N,Y,n/a,NA,NA,closed?,NA,NA,-10450,NA,5000,18000,23000,23000,10011-8603,200806,2013
PANAMERICAN MUSICAL ART RESEARCH INC,Hispanic/Latino,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-2631,-2058,-573,31200,30627,26078,10033-3120,198909,2013
PARTIAL COMFORT PRODUCTIONS,White,theater,N,N,n/a,N,NA,NA,1,250,-12764,-12168,-3877,66097,62220,50506,10018-6507,200205,2013
PECCADILLO THEATER COMPANY INC,White,theater,N,N,n/a,N,NA,NA,1,10000,-64949,0,-61858,242359,180501,89012,10036-3510,199601,2013
PERFORMA INC,White,multidisciplinary,N,N,n/a,N,NA,NA,5,119500,-63309,-71496,8187,947923,956110,619749,10011-0028,200507,2013
PERFORMERS COMMITTEE INC,White,music: classical,N,N,n/a,N,NA,closed 2013?,NA,NA,-177539,-172413,-5126,6541,1415,1165,10023-8133,197506,2013
PERIDANCE ENSEMBLE LTD,White,dance: other,N,N,n/a,Y,NA,NA,NA,NA,-29032,-19680,-9352,157992,148640,67688,10003-5306,198503,2013
PHOENIX THEATRE ENSEMBLE INC,White,theater,N,N,n/a,N,NA,NA,1,3000,-4132,-17584,13452,82589,96041,49648,10010-3601,200412,2013
PICK UP PERFORMANCE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,1,200000,-46534,-20133,-26401,268158,241757,140303,10001-2327,197807,2013
PRIMARY STAGES COMPANY INC,White,theater,N,N,n/a,Y,NA,NA,17,167600,-221557,-347652,126095,2928086,3054181,1009016,10018-9515,198512,2013
PUERTO RICAN TRAVELING THEATRE CO INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,NA,NA,-206209,-229420,23211,398769,421980,110768,10025-7008,196903,2013
PULSE ENSEMBLE THEATRE INC,White,theater,Y,N,Women,N,NA,NA,1,1000,-13915,-14438,523,84028,84551,48404,10001-2505,199207,2013
PUPPET WORKS INC,White,theater,N,N,Youth,N,NA,NA,1,3000,-28832,0,-3793,262402,258609,17161,11215-0562,198110,2013
PUPPETRY ARTS THEATRE INC,White,theater,N,N,Youth,N,NA,NA,1,1000,-11903,-14903,3000,58350,61350,41195,11215-2416,200301,2013
RADIO FOUNDATION INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-10838,-58257,47419,148326,195655,100000,10024-2073,197708,2013
RED BULL THEATER INC,White,theater,N,N,n/a,Y,NA,NA,3,16000,-18191,0,-7411,771848,764437,470416,10025-1507,200308,2013
RIO GRANDE UNION INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-15923,-24663,8740,190720,199460,117518,10012-3900,197309,2013
RUSSIAN AMERICAN CULTURAL HERITAGE CENTER INC,White,multidisciplinary,N,N,n/a,N,Cultural Heritage,NA,NA,NA,-10017,14280,-24297,93829,69532,61278,10040-4805,200407,2013
SHAKESPEARE SOCIETY INC,White,theater,N,N,n/a,N,NA,closed? 2017,7,120985,-27576,-7107,-20469,468981,448512,354140,10013-0000,199806,2013
SHEPHERD CHOIR & OPERA INC,White,music: other,N,N,Religion: Christian,N,NA,NA,NA,NA,-635,-491,-144,13790,13646,13646,11358-3517,201004,2013
SIKH ART & FILM FOUNDATION INC,Asian/Pacific Islander,multidisciplinary,N,Y,Religion: Sikh,NA,Cultural Heritage,NA,NA,NA,-60481,-69064,8583,28917,37500,37500,10018-5007,200609,2013
SJ CHINESE CULTURE STUDIO INC,Asian/Pacific Islander,folk arts/heritage,N,Y,n/a,NA,Cultural Heritage,closed?,NA,NA,-9064,-12710,3646,84208,87854,87854,11355-2328,200712,2013
SKYSAVER PRODUCTIONS INC,White,theater,N,N,Youth,ND,NA,NA,NA,NA,-665,-859,194,38486,38680,20340,10003-0800,198210,2013
SOCIETY FOR THE STUDY OF MYTH AND TRADITION INC,White,folk arts/heritage,N,N,n/a,MD,NA,NA,NA,NA,-180566,-137392,-43174,424932,381758,34243,10011-9260,197603,2013
SOKOLOW THEATRE DANCE ENSEMBLE LTD,White,dance: other,N,N,n/a,N,NA,NA,1,3500,-32908,-33162,254,31230,31484,31484,10113-0351,200403,2013
ST LUKES CHAMBER ENSEMBLE INC,White,music: classical,N,N,n/a,Y,NA,NA,37,1165650,-1243447,-22013,-1886264,7059267,5173003,2678649,10018-4016,197609,2013
STAGEPLAYS THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-296742,-315808,19066,71495,90561,89931,10017-1553,199405,2013
STATEN ISLAND BALLET THEATER INC,White,dance: ballet,N,N,n/a,N,NA,NA,1,42000,-158927,9028,-85604,388303,302699,82165,10306-1941,199409,2013
STATEN ISLAND ORCESTRA,White,music: classical,N,N,n/a,N,NA,NA,NA,NA,-50659,-46232,-4427,70845,66418,54974,10301-2004,200602,2013
STELLA ADLER STUDIO OF ACTING,White,theater,N,N,n/a,Y,NA,NA,1,10000,-706409,-962747,256338,5832022,6088360,215441,10001-6934,200008,2013
SYLVAN WINDS INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-6334,-7832,1498,84013,85511,50652,10025-1284,198209,2013
TADA THEATRE AND DANCE ALLIANCE INC,White,theater,N,N,Youth,Y,NA,NA,9,187990,-120480,-138241,17761,1897678,1915439,916744,10001-6439,198512,2013
TAKE WING AND SOAR PRODUCTIONS INC,Multiracial,theater,Y,Y,n/a,NA,NA,NA,NA,NA,-4532,-6816,783,73305,74088,51610,10027-3322,200307,2013
TERRANOVA THEATRE COLLECTIVE INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-2806,-3873,1067,131169,132236,84343,10011-1254,200309,2013
THALIA SPANISH THEATRE INC,Hispanic/Latino,theater,N,Y,n/a,NA,NA,NA,2,25000,-9106,0,9982,521821,531803,417433,11104-0368,197505,2013
THE CHILDRENS CREATIVE WRITING CAMPAIGN INC,White,literary arts,N,N,Youth,N,NA,NA,NA,NA,-151095,-149600,-1495,82254,80759,80609,10038-3130,199804,2013
THE JAZZ GALLERY,Multiracial,music: other,N,Y,n/a,NA,NA,NA,3,12000,-99416,-66704,-32712,354348,321636,213812,10021-0012,199707,2013
THE OBSIDIAN SOCIETY INC,Black,folk arts/heritage,N,Y,n/a,NA,NA,NA,NA,NA,-13324,0,0,1,1,0,11216-1308,199710,2013
THE RAJKUMARI CULTURAL CENTER INC,Black,multidisciplinary,N,Y,n/a,NA,NA,NA,NA,NA,-8568,65926,-49325,99502,50177,43577,11418-3470,200108,2013
THE RIVERSIDE THEATRE INC,White,theater,N,N,n/a,Y,NA,NA,1,1000,-345271,-43781,-301490,595752,294262,252865,10027-5706,200705,2013
THE VILNA PROJECT INC,White,film/electronic/media,N,N,Religion: Jewish,N,Cultural Heritage,NA,NA,NA,-198429,-195990,-2439,5027,2588,0,10019-3303,199404,2013
THEATER TALK PRODUCTIONS INC,White,film/electronic/media,N,N,n/a,N,NA,closed 2018,1,7500,-1338,-9689,8351,84668,93019,93019,10013-3259,199806,2013
TRANSPORT GROUP INC,White,theater,Y,N,n/a,Y,NA,NA,7,34500,-33684,29935,-63619,556303,492684,341347,10018-6507,200304,2013
TRIBECA NEW MUSIC INC,White,music: other,N,N,n/a,N,NA,NA,1,1000,-9456,-9406,-50,49688,49638,41680,10031-7335,199704,2013
UCT INTERNATIONAL CULTUREDEVELOPMENT INC,White,multidisciplinary,N,N,n/a,MD,NA,NA,NA,NA,-16637,-13575,-5063,86662,81599,0,11373-5063,201104,2013
URBAN BALLET THEATER INC,Black,dance: ballet,N,Y,n/a,NA,NA,NA,NA,NA,-38785,0,-24897,28326,3429,2065,10025-4784,200508,2013
VARIATIONS THEATRE GROUP INC,White,theater,N,N,n/a,N,NA,NA,NA,NA,-6011,0,15926,78494,94420,15289,11101-2601,201009,2013
VITAL THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,1,250,-240137,-84634,-155503,2097994,1942491,61135,10024-6620,200011,2013
VOLCANO LOVE INC,White,dance: other,N,N,n/a,MD,NA,NA,NA,NA,-28562,3012,-31574,243561,211987,91334,11217-2407,200004,2013
WAINTROB PROJECT FOR THE VISUAL ARTS INC,White,visual arts,N,N,n/a,MD,NA,closed?,NA,NA,-17084,19859,-36943,66942,29999,29997,10003-8150,199608,2013
WATERWELL PRODUCTIONS INC,White,theater,Y,N,n/a,Y,NA,NA,NA,NA,-24206,633,-24839,495019,470180,26015,10036-4008,200303,2013
WEST VILLAGE CHORALE INC,White,music: other,N,N,n/a,N,NA,NA,NA,NA,-4090,4184,-4090,46716,42626,8160,10012-1017,197502,2013
WHITE WAVE RISING-YOUNG SOON KIM DANCE COMPANY INC,Asian/Pacific Islander,dance: other,N,Y,n/a,NA,NA,NA,NA,NA,-18880,-13142,-5738,316500,310762,177971,11201-8326,199511,2013
WINGSPAN ARTS INC,White,multidisciplinary,N,N,n/a,N,NA,NA,NA,NA,-282617,-266878,-15739,2226799,2211060,92452,10036-3748,200207,2013
WINTER FILM AWARDS INC,White,film/electronic/media,N,N,n/a,N,NA,NA,NA,NA,-11450,-5739,-5711,47616,41905,34163,10003-7033,201406,2013
WORKING THEATRE CO INC,White,theater,N,N,n/a,Y,NA,NA,4,13100,-97375,0,-18957,358098,339141,301726,10018-8635,198801,2013
WOVEN SPACES INC,White,multidisciplinary,N,N,n/a,Y,NA,NA,NA,NA,-13152,-14899,1747,51428,53175,29952,11222-5971,199702,2013
YORK THEATRE COMPANY INC,White,theater,N,N,n/a,N,NA,NA,2,22000,-56890,81892,-138782,2044364,1905582,1265992,10022-4613,199209,2013
ZEUSS THIGH LTD,White,theater,N,N,n/a,N,NA,NA,NA,NA,-4925,-6315,1390,49010,50400,38655,10023-0031,200408,2013
ZGD INC,White,dance: other,N,N,n/a,N,NA,NA,NA,NA,-8190,-32551,24359,281917,306276,82684,10018-9090,199410,2013
ZHENGUO BEIJING OPERA HOUSE INC,Asian/Pacific Islander,opera,N,Y,n/a,NA,Cultural Heritage,NA,NA,NA,-11510,-11485,-25,25,0,0,10016-5332,200804,2013
